"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","10/11/2010"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","2:16:15PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: GENDER AND WOMENS STUDIES (963)","","","","","","","","",""
"TERM:","1112","","","","","","","","",""
"","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 880
SEM","001","1","13:00 - 15:30","T","0057 3304","14","0000571403","AILI TRIPP","",""
"A1
 999
IND","024","1","-","","","1","0001007712","JUDITH HOUCK","",""
"A1
 999
IND","026","1","-","","","1","0004396446","ELLEN SAMUELS","",""
"","","","","","","","","","PAGE NUMBER:
3","OF
3"
