"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","10/11/2010"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","2:16:15PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: PROFESSIONAL ORIENTATION (812)","","","","","","","","","",""
"","","TERM:","1112","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","PROFESSIONAL ORIENTATION","","","","","","","","","","",""
"AHH","200","LEC","001","1","14:30 - 15:45","W","0407 1106","29","0000658114","SUSAN PIACENZA","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
