"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","10/11/2010"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","2:16:15PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: SCIENCE AND TECHNOLOGY STUDIES (875)","","","","","","","","","",""
"","","TERM:","1112","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","SCIENCE AND TECHNOLOGY STUDIES","","","","","","","","","","",""
"A1","902","SEM","001","1","12:00 - 13:30","R","0046 8108","6","0000997082","DANIEL KLEINMAN","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
