"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT  - FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","10/9/2015"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","12:57:40PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: EAST ASIAN AREA STUDIES (298)","","","","","","","","","","",""
"TERM:","1162","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"EAST ASIAN AREA STUDIES","","","","","","","","","","","",""
"A1
 255
LEC","001","1","11:00 - 12:15","T","R","0046 5231","72","35","0003128595","CHARO D'ETCHEVERRY","",""
"A1
 300
LEC","003","1","08:50 - 10:45","","R","0469 5257","13","6","0004616025","CHARLES KIM","",""
"A1
 301
LEC","002","1","14:30 - 17:15","T","","0046 6104","70","19","0003456528","LIU SIDA","",""
"A1
 301
LEC","003","1","13:20 - 14:30","","W
F","0482 0290","","10","0004616025","CHARLES KIM","",""
"","","","","","","","","","","PAGE NUMBER:","1","OF
1"
