"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT  - FINAL","","","",""
"","","","","","","","","","RUN DATE:","10/9/2015"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","12:57:40PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: MATHEMATICS (600)","","","","","","","",""
"","","TERM:","1162","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","990","IND","158","1","-","2","0003988409","SEAN ROSTAMI","",""
"","","","","","","","","","PAGE NUMBER:
14","OF
14"
