"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT  - FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","10/9/2015"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","12:57:40PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: INTERDISCIPLINARY COURSES (L & S) (502)","","","","","","","","","","",""
"","","TERM:","1162","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","400","SEM","001","1","14:25 - 17:00","T","0402 0119","15","5","0000439847","DONALD SCHUTT","",""
"","","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
