"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT  - FINAL","","","","","","",""
"","","","","","","","","","","","","","","","RUN DATE:","10/9/2015",""
"","","","","","","","","","","","University of Wisconsin-Madison","","","","","",""
"","","","","","","","","","","","","","","","RUN TIME:","","12:57:40PM"
"","","","","","","","","","","","Office of the Registrar","","","","","",""
"","","SUBJECT: INFORMATION SYSTEMS (234)","","","","","","","","","","","","","","",""
"","","TERM:","1162","","","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"","INFORMATION SYSTEMS","","","","","","","","","","","","","","","",""
"A1","365","LEC","001","1","14:30 - 15:45","","T","","R","0140 1190","43","36","0000477003","NICHOLAS DAVIS","","",""
"A1","422","LEC","002","1","13:00 - 14:15","M","","W","","0140 2280","15","15","0000106122","RAFAEL LAZIMY","","",""
"A1","722","LEC","002","1","13:00 - 14:15","M","","W","","0140 2280","15","0","0000106122","RAFAEL LAZIMY","","",""
"A1","765","LEC","001","1","14:30 - 15:45","","T","","R","0140 1190","43","7","0000477003","NICHOLAS DAVIS","","",""
"","","","","","","","","","","","","","","PAGE NUMBER:","1","OF","1"
