"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT  - FINAL","","","","",""
"","","","","","","","","","RUN DATE:","10/9/2015",""
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","","12:57:40PM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ACCOUNTING AND INFORMATION SYSTEMS (232)","","","","","","","","",""
"","","TERM:","1162","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"A1","990","IND","085","1","-","1","0002600830","TERRY WARFIELD","","",""
"A1","999","IND","077","1","-","3","0000673502","KARLA JOHNSTONE","","",""
"A1","999","IND","122","1","-","4","0000812101","BRIAN MAYHEW","","",""
"","","","","","","","","PAGE NUMBER:","5","OF","5"
