"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT  - FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","10/9/2015"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","12:57:40PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: INTEGRATED LIBERAL STUDIES (500)","","","","","","","","","",""
"","","TERM:","1162","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","371","LEC","001","1","16:00 - 18:30","R","0402 0342","16","0005476830","JONATHAN SCHWARTZ","",""
"","","","","","","","","","","PAGE NUMBER:","4","OF
4"
