"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT  - FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","10/9/2015"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","12:57:40PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: REAL ESTATE AND URBAN LAND ECONOMICS (239)","","","","","","","","","","",""
"TERM:","1162","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"GEE
 765
LEC","009","1","13:00 - 14:15","T","R","0408 3534","1","0","0000810900","THOMAS LANDGRAF","",""
"A1
 799
IND","005","1","-","","","","","3","0000632329","TIMOTHY RIDDIOUGH","",""
"A1
 799
IND","005","1","-","","","","","3","0004626125","MICHAEL BRENNAN","",""
"","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
