"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","3/1/2019"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","3:55:10PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: REAL ESTATE AND URBAN LAND ECONOMICS (239)","","","","","","","","","","",""
"TERM:","1194","","","","","","","","","","",""
"","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"FFE
 765
LEC","006","1","07:30 - 09:15","M","W","0140 2294","55","7","0000520440","ARIF QURESHI","",""
"ADD
 765
LEC","007","1","07:30 - 09:15","M","W","0140 2294","59","6","0000520440","ARIF QURESHI","",""
"A1
 770
LEC","001","1","13:00 - 14:15","T","R","0140 3325","","11","0004302937","MOUSSA DIOP","",""
"A1
 799
IND","001","1","","","","","","7","0000501827","TIMOTHY PIRE","",""
"","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
