"","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","RUN DATE:","3/1/2019"
"","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","RUN TIME:","3:55:10PM"
"","","","Office of the Registrar","","","","",""
"","SUBJECT: AFRICAN CULTURAL STUDIES (104)","","","","","","",""
"TERM:","1194","","","","","","",""
"","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 999
IND","1
019","","","1","0003351538","TEJUMOLA OLANIYAN","",""
"A1
 999
IND","1
023","","","2","0000165127","KATRINA THOMPSON","",""
"","","","","","","","PAGE NUMBER:
3","OF
3"
