"","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","RUN DATE:","3/1/2019"
"","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","RUN TIME:","3:55:10PM"
"","","","Office of the Registrar","","","","",""
"","SUBJECT: SCANDINAVIAN STUDIES (872)","","","","","","",""
"TERM:","1194","","","","","","",""
"","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 990
IND","1
006","","","3","0003226099","THOMAS DUBOIS","",""
"A1
 990
IND","1
007","","","2","0003336265","KIRSTEN WOLF","",""
"","","","","","","","PAGE NUMBER:
2","OF
2"
