"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","","RUN DATE:","3/1/2019"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","3:55:10PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LINGUISTICS (550)","","","","","","","","",""
"TERM:","1194","","","","","","","","",""
"","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 977
SEM","001","1","11:30 - 14:00","T","0482 1151","5","0002600702","JOSEPH SALMONS","",""
"A1
 990
IND","001","1","","","","1","0004183452","ERIC RAIMY","",""
"A1
 990
IND","013","1","","","","2","0002601452","MONICA MACAULAY","",""
"A1
 990
IND","038","1","","","","1","0002600080","YAFEI LI","",""
"","","","","","","","","","PAGE NUMBER:
2","OF
2"
