"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","RUN DATE:","3/1/2019"
"","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","RUN TIME:","3:55:10PM"
"","","","","","Office of the Registrar","","","",""
"","","SUBJECT: SOCIAL WORK (896)","","","","","","",""
"","","TERM:","1194","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","999","IND","051","1","1","0001568496","KRISTEN SLACK","",""
"","","","","","","","","PAGE NUMBER:
7","OF
7"
