"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","RUN DATE:","3/1/2019"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","RUN TIME:","3:55:10PM"
"","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: STATISTICS (932)","","","","","","","","","",""
"TERM:","1194","","","","","","","","","",""
"","","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 992
LEC","001","1","16:00 - 17:15","T","R","0470 0107","30","0005214164","GARVESH RASKUTTI","",""
"A1
 992
LEC","002","1","14:30 - 15:45","T","R","0451A0133","11","0003338237","PETER CHIEN","",""
"A1
 998
LEC","001","1","11:00 - 12:15","T","R","0450 1210","14","0002602055","BRIAN YANDELL","",""
"","","","","","","","","","","PAGE NUMBER:
8","OF
8"
