"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","3/1/2019"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","3:55:10PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INFORMATION SYSTEMS (234)","","","","","","","","","","",""
"TERM:","1194","","","","","","","","","","",""
"","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"INFORMATION SYSTEMS","","","","","","","","","","","",""
"A1
 371
LEC","001","2","14:30 - 15:20","","R","0140 2339","59","51","0000477003","NICHOLAS DAVIS","",""
"A1
 371
LEC","001","3","14:30 - 15:45","T","","0140 2294","59","51","0000477003","NICHOLAS DAVIS","",""
"A1
 424
LEC","001","1","13:00 - 14:15","M","W","0140 2290","20","20","0000106122","RAFAEL LAZIMY","",""
"A1
 724
LEC","001","1","13:00 - 14:15","M","W","0140 2290","20","0","0000106122","RAFAEL LAZIMY","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
