"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: HEBREW (HEBREW AND SEMITIC STUDIES) (440)","","","","","","","",""
"","","TERM:","1146","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","HEBREW (HEBREW AND SEMITIC STUDIES)","","","","","","","","",""
"DHH","799","IND","021","1","-","2","0004904020","JEREMY HUTTON","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
