"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INFORMATION SYSTEMS (234)","","","","","","","","","","","",""
"TERM:","1146","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"INFORMATION SYSTEMS","","","","","","","","","","","","",""
"ADD
 422
LEC","001","1","09:30 - 12:00","M","T","W R","0140 2180","9","0","0000106122","RAFAEL LAZIMY","",""
"ADD
 722
LEC","001","1","09:30 - 12:00","M","T","W R","0140 2180","9","2","0000106122","RAFAEL LAZIMY","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
