"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: OPHTHALMOLOGY AND VISUAL SCIENCES (702)","","","","","","","",""
"","","TERM:","1146","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","OPHTHALMOLOGY AND VISUAL SCIENCES","","","","","","","","",""
"HFF","699","IND","001","1","-","1","0001013134","ARTHUR POLANS","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
