"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: SCIENCE AND TECHNOLOGY STUDIES (875)","","","","","","","",""
"","","TERM:","1146","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","SCIENCE AND TECHNOLOGY STUDIES","","","","","","","","",""
"DHH","999","IND","001","1","-","1","0000997082","DANIEL KLEINMAN","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
