"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: RISK MANAGEMENT AND INSURANCE (241)","","","","","","","","","","",""
"TERM:","1146","","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"RISK MANAGEMENT AND INSURANCE","","","","","","","","","","","",""
"DDD
 300
LEC","001","1","08:55 - 11:25","M","T","W R","0140 2175","18","0000977376","MARTIN HALEK","",""
"DHH
 990
IND","017","1","-","","","","","1","0000439406","JOAN SCHMIT","",""
"DHH
 990
IND","039","1","-","","","","","1","0002601109","MARK BROWNE","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
