"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: SOCIAL AND ADMINISTRATIVE PHARMACY (732)","","","","","","","","","","",""
"TERM:","1146","","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","SOCIAL AND ADMINISTRATIVE PHARMACY","","","","","","","","","","",""
"AHH
 713
LEC","001","1","10:30 - 11:45","M","T","W R","0034 2121","5","0002601192","DAVID KRELING","",""
"DHH
 990
IND","021","1","-","","","","","1","0002601192","DAVID KRELING","",""
"DHH
 990
IND","079","1","-","","","","","1","0000538055","DAVID MOTT","",""
"DHH
 990
IND","081","1","-","","","","","1","0004432337","MICHELLE CHUI","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
