"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ENGINEERING PHYSICS (347)","","","","","","","","","","","",""
"","","TERM:","1146","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","ENGINEERING PHYSICS","","","","","","","","","","","","",""
"HDD","602","LEC","001","1","18:00 - 20:00","T","R","0408 1610","21","8","0002602182","MICHAEL CORRADINI","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
