"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: NUCLEAR ENGINEERING (684)","","","","","","","","",""
"TERM:","1146","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DHH
 990
IND","025","1","-","","","3","0002601218","THOMAS MACKIE","",""
"DHH
 990
IND","035","1","-","","","4","0001075290","KUMAR SRIDHARAN","",""
"","","","","","","","","PAGE NUMBER:","2","OF
2"
