"","","SUBJECT: COMMUNITY AND ENVIRONMENTAL SOCIOLOGY (864)","","","","","","","","","","",""
"","","TERM:","1146","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","COMMUNITY AND ENVIRONMENTAL SOCIOLOGY","","","","","","","","","","","",""
"DHH","357","LEC","001","1","13:10 - 14:25","M","T","W R","0046 6112","27","4","0000183713","JANE PILIAVIN"
"ADD","360","LEC","001","1","08:55 - 12:05","M","T","W R","0046 6116","21","4","0004461490","CHAEYOON LIM"
"DHH","399","IND","076","1","-","","","","","","1","0003659605","SAMER ALATOUT"
"DHH","990","IND","071","1","-","","","","","","1","0003572723","MICHAEL BELL"
"DHH","990","IND","089","1","-","","","","","","1","0004385836","KATHERINE CURTIS"
"DHH","997","SEM","001","1","12:20 - 14:15","","T","","0046 4308","14","0","0004530801","MARCIA CARLSON"
