"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: CHICANA/O AND LATINA/O STUDIES (228)","","","","","","","","",""
"TERM:","1146","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"CHICANA/O AND LATINA/O STUDIES","","","","","","","","","",""
"BLL
 699
IND","003","1","-","","","2","0000501589","ANDREA-TERESA ARENAS","",""
"IDD
 699
IND","005","1","-","","","1","0004957741","ARMANDO IBARRA","",""
"","","","","","","","","PAGE NUMBER:","1","OF
1"
