"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","8/11/2014"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","9:32:23AM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS (826)","","","","","","","","",""
"TERM:","1146","","","","","","","","",""
"","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS","","","","","","","","",""
"DHH
 799
IND","027","1","-","","","1","0004003045","DONALD MOYNIHAN","",""
"DHH
 799
IND","028","1","-","","","1","0000131742","TIMOTHY SMEEDING","",""
"DHH
 827
FLD","001","1","16:30 - 18:25","W","0512 0110","15","0004382212","SUSAN YACKEE","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
