"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","8/13/2012"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","11:10:59AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS (826)","","","","","","","","","","",""
"TERM:","1126","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS","","","","","","","","","","",""
"DHH
 799
IND","002","1","-","","","","","2","0003214653","DAVID WEIMER","",""
"DHH
 827
FLD","001","1","16:30 - 18:25","","W","0512 0110","","14","0004395727","THOMAS DELEIRE","",""
"DHH
 830
LEC","001","1","09:00 - 12:00","M","W","0400 L151","15","3","0000743435","JAMES SHAW","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
