"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/13/2012"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","11:10:59AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INFORMATION SYSTEMS (234)","","","","","","","","","","","",""
"TERM:","1126","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"INFORMATION SYSTEMS","","","","","","","","","","","","",""
"ADD
 422
LEC","001","1","09:30 - 12:00","M","T","W R","0140 1170","24","5","0000106122","RAFAEL LAZIMY","",""
"ADD
 722
LEC","001","1","09:30 - 12:00","M","T","W R","0140 1170","24","4","0000106122","RAFAEL LAZIMY","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
