"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","8/13/2012"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","11:10:59AM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: HEBREW (HEBREW AND SEMITIC STUDIES) (440)","","","","","","","","",""
"TERM:","1126","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","HEBREW (HEBREW AND SEMITIC STUDIES)","","","","","","","","",""
"DHH
 799
IND","012","1","-","","","2","0000934309","RONALD TROXEL","",""
"DHH
 990
IND","012","1","-","","","1","0000934309","RONALD TROXEL","",""
"","","","","","","","","PAGE NUMBER:","1","OF
1"
