"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/13/2012"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","11:10:59AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: OPHTHALMOLOGY AND VISUAL SCIENCES (702)","","","","","","","",""
"","","TERM:","1126","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","OPHTHALMOLOGY AND VISUAL SCIENCES","","","","","","","","",""
"DHH","699","IND","029","1","-","1","0004112205","GILLIAN MCLELLAN","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
