"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","8/13/2012",""
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","","11:10:59AM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: MATHEMATICS (600)","","","","","","","","",""
"","","TERM:","1126","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"DHH","990","IND","106","1","-","4","0002602086","AMIR ASSADI","","",""
"DHH","990","IND","123","1","-","2","0002600043","PAUL MILEWSKI","","",""
"DHH","990","IND","151","1","-","1","0003921210","JORDAN ELLENBERG","","",""
"","","","","","","","","PAGE NUMBER:","2","OF","2"
