"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/13/2012"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","11:10:59AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: INTEGRATED LIBERAL STUDIES (500)","","","","","","","",""
"","","TERM:","1126","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INTEGRATED LIBERAL STUDIES","","","","","","","","",""
"DHH","299","IND","054","1","-","1","0000156481","CATHERINE MIDDLECAMP","",""
"","","","","","","","","PAGE NUMBER:","1","OF
1"
