"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","10/15/2007"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","11:05:35AM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: HORTICULTURE (476)","","","","","","","","",""
"TERM:","1082","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 990
IND","036","1","-","","","1","0002602055","YANDELL,BRIAN S.","",""
"A1
 990
IND","038","1","-","","","1","0002601637","STIMART,DENNIS P.","",""
"","","","","","","","","PAGE NUMBER:","3","OF
3"
