"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","","","RUN DATE:","10/15/2007"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","11:05:35AM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS (826)","","","","","","","","","",""
"","","TERM:","1082","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","895","SEM","001","1","13:20 - 15:15","T","0046 6304","12","0004003045","MOYNIHAN,DONALD P","",""
"","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
