"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  STATISTICS (932)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","431","LEC","004","2","14:25 - 15:15","M","W","F","","","0074B0357","28","2","0005693362","P / DAVID CLANCY"
"A1","433","LEC","001","1","16:00 - 17:15","T","R","","","","0046 5106","67","63","0004929500","P / KARL ROHE"
"A1","433","LEC","001","1","16:00 - 17:15","T","R","","","","0046 5106","67","63","0005833243","P / HONGZHI LIU"
"A1","433","LEC","002","1","16:00 - 17:15","T","R","","","","0046 5106","67","4","0005833243","P / HONGZHI LIU"
"A1","433","LEC","002","1","16:00 - 17:15","T","R","","","","0046 5106","67","4","0004929500","P / KARL ROHE"
"A1","443","LEC","001","1","11:00 - 12:15","T","R","","","","0470 0103","50","48","0002602108","P / WEI-YIN LOH"
"A1","443","LEC","001","1","11:00 - 12:15","T","R","","","","0470 0103","50","48","0006024940","P / SIYU WANG"
"A1","443","LEC","002","1","11:00 - 12:15","T","R","","","","0470 0103","50","2","0006024940","P / SIYU WANG"
"A1","443","LEC","002","1","11:00 - 12:15","T","R","","","","0470 0103","50","2","0002602108","P / WEI-YIN LOH"
"A1","451","LEC","001","1","13:00 - 14:15","T","R","","","","0054 B302","70","68","0000608997","P / JOHN GILLETT"
"A1","451","LEC","001","1","13:00 - 14:15","T","R","","","","0054 B302","70","68","0006166789","P / JITIAN ZHAO"
"A1","451","LEC","002","1","13:00 - 14:15","T","R","","","","0054 B302","70","2","0006166789","P / JITIAN ZHAO"
"A1","451","LEC","002","1","13:00 - 14:15","T","R","","","","0054 B302","70","2","0000608997","P / JOHN GILLETT"
"A1","451","LEC","003","1","14:30 - 15:45","T","R","","","","0469 1651","67","52","0000608997","P / JOHN GILLETT"
"A1","451","LEC","003","1","14:30 - 15:45","T","R","","","","0469 1651","67","52","0006090509","P / ELINA CHOI"
"A1","451","LEC","004","1","14:30 - 15:45","T","R","","","","0469 1651","67","15","0006090509","P / ELINA CHOI"
"A1","451","LEC","004","1","14:30 - 15:45","T","R","","","","0469 1651","67","15","0000608997","P / JOHN GILLETT"
"A1","475","LEC","001","2","12:05 - 12:55","M","W","F","","","0046 5231","55","11","0002601093","P / PAUL TERWILLIGER"
"A1","475","LEC","002","2","13:00 - 14:15","T","R","","","","0140 1195","49","7","0005326109","P / ALEKSANDRA SOBIESKA"
"A1","475","LEC","003","2","11:00 - 12:15","T","R","","","","0482 0594","48","5","0005326109","P / ALEKSANDRA SOBIESKA"
"A1","525","LEC","001","4","09:30 - 10:45","T","R","","","","0408 1610","70","6","0005557307","X / BAINIAN HAO"
"A1","525","LEC","001","4","09:30 - 10:45","T","R","","","","0408 1610","70","6","0006059366","P / CARLA MICHINI"
"A1","541","LEC","001","1","16:00 - 17:15","T","R","","","","1480 1345","40","6","0006341634","P / TIMOTHY GRUENLOH"
"A1","541","LEC","001","1","16:00 - 17:15","T","R","","","","1480 1345","40","6","0006381862","P / HUAN LIANG"
"A1","541","LEC","001","1","16:00 - 17:15","T","R","","","","1480 1345","40","6","0005332940","P / COLIN LONGHURST"
"A1","541","LEC","002","1","16:00 - 17:15","T","R","","","","ONLINE","19","2","0004273026","P / ZHENGZHENG TANG"
"A1","541","LEC","002","1","16:00 - 17:15","T","R","","","","ONLINE","19","2","0005886347","P / YANBO SHEN"
"A1","541","DIS","311","1","17:25 - 18:15","T","","","","","1480 1325","8","1","0006341634","P / TIMOTHY GRUENLOH"
"A1","541","DIS","311","1","17:25 - 18:15","T","","","","","1480 1325","8","1","0006381862","P / HUAN LIANG"
