"TERM:  1232","","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  ITALIAN (FRENCH AND ITALIAN) (508)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","365","DIS","302","3","15:30 - 16:20","","W","","","","","0482 0574","29","3","0004193311","S / KRISTIN PHILLIPS-COURT"
"A1","365","DIS","302","3","15:30 - 16:20","","W","","","","","0482 0574","29","3","0005908083","P / MARTINA GIULIANO"
"A1","365","DIS","303","3","09:55 - 10:45","","","","F","","","0482 0206","30","0","0005908083","P / MARTINA GIULIANO"
"A1","365","DIS","303","3","09:55 - 10:45","","","","F","","","0482 0206","30","0","0004193311","S / KRISTIN PHILLIPS-COURT"
"A1","365","DIS","304","3","11:00 - 11:50","","","","F","","","0482 0578","29","1","0004193311","S / KRISTIN PHILLIPS-COURT"
"A1","365","DIS","304","3","11:00 - 11:50","","","","F","","","0482 0578","29","1","0005908083","P / MARTINA GIULIANO"
"A1","452","LEC","001","1","14:30 - 15:45","T","","R","","","","0057 1313","","7","0000127660","P / PATRICK RUMBLE"
"A1","671","LEC","001","1","16:00 - 18:30","T","","","","","","0482 0582","5","5","0004616865","P / JELENA TODOROVIC"
"A1","731","LEC","001","1","16:00 - 18:30","M","","","","","","0482 0144","","3","0004193311","P / KRISTIN PHILLIPS-COURT"
"A1","799","IND","007","1","-","","","","","","","","","1","0003213526","P / ERNESTO LIVORNI"
"A1","951","LEC","001","1","16:00 - 18:00","","","R","","","","0482 0720","","6","0000680398","P / GRAZIA MENECHELLA"
"A1","990","IND","004","1","-","","","","","","","","","2","0000680398","P / GRAZIA MENECHELLA"
"A1","990","IND","005","1","-","","","","","","","","","3","0000127660","P / PATRICK RUMBLE"
"A1","990","IND","007","1","-","","","","","","","","","2","0003213526","P / ERNESTO LIVORNI"
"A1","990","IND","009","1","-","","","","","","","","","2","0004193311","P / KRISTIN PHILLIPS-COURT"
"A1","990","IND","010","1","-","","","","","","","","","1","0004616865","P / JELENA TODOROVIC"
