"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","10/9/2009"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","3:56:50PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: PROFESSIONAL ORIENTATION (812)","","","","","","","","","",""
"","","TERM:","1102","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","PROFESSIONAL ORIENTATION","","","","","","","","","","",""
"EHH","200","LEC","001","1","14:30 - 15:45","W","0407 1106","31","0000658114","SUSAN PIACENZA","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
