"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","10/9/2009"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","3:56:50PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: SCIENCE AND TECHNOLOGY STUDIES (875)","","","","","","","","",""
"TERM:","1102","","","","","","","","",""
"","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"SCIENCE AND TECHNOLOGY STUDIES","","","","","","","","","",""
"A1
 901
SEM","001","1","09:30 - 12:00","W","","8","0003351566","JOAN FUJIMURA","",""
"A1
 902
SEM","001","1","12:00 - 13:30","R","0046 8108","7","0000997082","DANIEL KLEINMAN","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
