"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","10/9/2009"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","3:56:50PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LATIN AMERICAN, CARIBBEAN, AND IBERIAN STUDIES (525)","","","","","","","","","","","",""
"TERM:","1102","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LATIN AMERICAN, CARIBBEAN, AND IBERIAN STUDIES","","","","","","","","","","","",""
"A1
 361
LEC","001","1","08:50 - 09:40","M","T","W R","0046 6113","12","4","0003574856","ARMANDO MUYOLEMA","",""
"A1
 363
LEC","001","1","09:55 - 10:45","M","T","W R","0046 6121","2","0","0003574856","ARMANDO MUYOLEMA","",""
"A1
 376
LEC","001","1","08:50 - 09:40","M","T","W R","0046 6109","17","1","0003792563","FERNANDO TZIB","",""
"A1
 699
IND","001","1","-","","","","","","2","0000857902","ALBERTO VARGAS-PRIETO","",""
"","","","","","","","","","","","PAGE NUMBER:","1","OF
1"
