"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","10/9/2009"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","3:56:50PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ANIMAL HEALTH AND BIOMEDICAL SCIENCES (952)","","","","","","","","","","","",""
"TERM:","1102","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","ANIMAL HEALTH AND BIOMEDICAL SCIENCES","","","","","","","","","","","",""
"AOH
 606
LEC","001","1","14:30 - 15:45","T","","","0074B0270","34","7","0000155628","WILLIAM HICKEY","",""
"A1
 625
LEC","001","1","09:55 - 10:45","M","W","F","0468 0125","31","5","0002600260","COLIN JEFCOATE","",""
"A1
 625
DIS","301","1","16:35 - 18:00","M","","","0034 2121","31","5","0002600260","COLIN JEFCOATE","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
