"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","3/1/2010"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","3:14:13PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: TRANSPORTATION AND PUBLIC UTILITIES (243)","","","","","","","","","","","",""
"","","TERM:","1104","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","TRANSPORTATION AND PUBLIC UTILITIES","","","","","","","","","","","","",""
"A1","671","LEC","001","1","14:30 - 15:45","T","R","0140 1190","41","4","0000205756","RICHARD SHATEN","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
