"","","SUBJECT: BIOSTATISTICS AND MEDICAL INFORMATICS (210)","","","","","","","","","","","",""
"","","TERM:","1104","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","BIOSTATISTICS AND MEDICAL INFORMATICS","","","","","","","","","","","","",""
"AHH","542","LEC","001","1","16:45 - 19:00","","T","","R","1480 1345","29","20","0000207204","KYUNGMANN KIM"
"A1","776","LEC","001","1","09:30 - 10:45","","T","","R","0407 3127","11","2","0000993195","MARK CRAVEN"
"A1","877","LEC","001","1","14:25 - 15:40","M","","W","","0451A0133","17","3","0003801422","SUNDUZ KELES"
"A1","915","SEM","001","1","16:00 - 17:00","","T","","","0082 1111","28","5","0003088603","C PAGE"
"A1","915","SEM","001","1","16:00 - 17:00","","T","","","0082 1111","28","5","0003234420","GEORGE PHILLIPS"
"A1","915","SEM","001","1","16:00 - 17:00","","T","","","0082 1111","28","5","0003483968","LOUISE PAPE"
"A1","915","SEM","001","1","16:00 - 17:00","","T","","","0082 1111","28","5","0002601277","JUDE SHAVLIK"
"015","918","LEC","006","1","-","","","","","","2","0","0003088603","C PAGE"
