"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","RUN DATE:","3/1/2010"
"","","","","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","","","","RUN TIME:","3:14:13PM"
"","","","","","","","","","Office of the Registrar","","","",""
"","SUBJECT: REHABILITATION MEDICINE (840)","","","","","","","","","","","",""
"TERM:","1104","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"REHABILITATION MEDICINE","","","","","","","","","","","","",""
"004
 920
FLD","017","1","06:00 - 17:00","M","T","W R","F","S","2","0002601203","KEITH SPERLING","",""
"011
 920
FLD","002","1","06:00 - 17:00","M","T","W R","F","S","1","0002601203","KEITH SPERLING","",""
"015
 920
FLD","006","1","06:00 - 17:00","M","T","W R","F","S","1","0002601203","KEITH SPERLING","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
